Date,MSCI World EUR,MSCI Europe EUR,MSCI USA EUR
22/2/2006,112.5030,116.3080,100.8660
23/2/2006,112.3490,116.0640,100.1500
24/2/2006,112.9770,116.4280,100.7480
27/2/2006,113.5940,116.7340,101.2270
28/2/2006,112.1510,115.0920,99.6330
1/3/2006,112.6550,116.1160,100.3800
2/3/2006,111.9810,115.0370,99.8070
3/3/2006,111.5110,115.0280,99.4270
6/3/2006,111.2750,115.6580,98.7430
7/3/2006,111.5660,115.0770,99.5500
8/3/2006,111.0030,114.1830,99.4200
9/3/2006,111.2700,115.0900,98.8880
10/3/2006,112.0610,115.9830,99.9140
13/3/2006,112.4030,116.8410,99.7260
14/3/2006,112.6080,117.0270,100.0110
15/3/2006,112.8840,117.2350,100.3160
16/3/2006,112.1130,117.2840,99.4640
17/3/2006,112.3010,117.3430,99.5020
20/3/2006,112.4130,117.5880,99.3320
21/3/2006,112.5100,117.7050,99.3860
22/3/2006,112.9740,118.0700,99.9910
23/3/2006,113.3460,117.9480,100.6380
24/3/2006,113.5170,118.5520,100.5300
27/3/2006,113.2170,117.6290,100.2660
28/3/2006,112.2820,116.9450,99.2030
29/3/2006,113.3750,117.2370,100.6870
30/3/2006,112.9430,118.1400,99.3170
31/3/2006,112.6540,117.3500,99.2830
3/4/2006,113.2300,118.2900,99.3600
4/4/2006,112.4750,117.6880,98.7540
5/4/2006,112.8740,118.1080,99.1140
6/4/2006,113.4310,118.3900,99.2390
7/4/2006,113.4880,117.9490,99.1940
10/4/2006,113.6530,118.5340,99.3300
11/4/2006,112.5950,117.2040,98.3760
12/4/2006,112.4370,116.9560,98.6140
13/4/2006,112.7610,117.3840,98.8780
14/4/2006,112.7670,117.3840,98.8780
17/4/2006,111.3660,117.2640,97.0470
18/4/2006,112.5570,117.2770,98.6920
19/4/2006,112.8840,118.6170,98.4810
20/4/2006,113.1580,118.9360,98.8070
21/4/2006,113.3820,119.7440,98.4960
24/4/2006,112.7450,119.0920,98.0720
25/4/2006,112.3150,119.0050,97.3240
26/4/2006,112.4020,119.2650,97.2940
27/4/2006,111.9330,118.6030,96.8940
28/4/2006,111.3330,118.0860,96.5220
1/5/2006,111.2860,118.4050,95.9490
2/5/2006,111.8920,119.3040,96.2970
3/5/2006,111.5490,118.3480,96.1760
4/5/2006,111.3850,118.8550,95.9370
5/5/2006,112.1940,119.9360,96.5630
8/5/2006,112.5870,119.9830,96.6690
9/5/2006,112.5250,120.5100,96.3610
10/5/2006,111.9200,119.8270,95.9250
11/5/2006,110.8030,119.3980,94.5310
12/5/2006,108.8410,116.9290,92.9940
15/5/2006,108.5250,115.3040,93.5750
16/5/2006,108.1310,115.5090,93.2770
17/5/2006,106.7050,112.2640,92.1450
18/5/2006,105.6220,111.8230,91.3490
19/5/2006,106.2470,111.8720,92.4770
22/5/2006,104.2470,108.7670,91.3110
23/5/2006,104.4460,111.5130,90.6480
24/5/2006,104.5520,109.9060,91.4100
25/5/2006,105.4520,111.2790,92.3280
26/5/2006,106.9600,113.3950,93.2740
29/5/2006,106.8380,113.3000,93.0180
30/5/2006,104.5610,110.8300,90.6110
31/5/2006,105.1180,111.8250,91.6590
1/6/2006,106.1140,112.2850,93.0070
2/6/2006,106.0390,112.5780,92.3940
5/6/2006,104.6380,111.8870,90.6510
6/6/2006,104.0700,109.6670,91.3910
7/6/2006,103.7580,110.2400,91.0750
8/6/2006,103.1080,107.2740,92.1530
9/6/2006,103.6710,109.0860,91.7080
12/6/2006,103.0170,108.2520,90.9120
13/6/2006,101.1120,105.8550,90.1070
14/6/2006,101.2330,106.0150,90.1770
15/6/2006,103.3110,108.5780,92.1250
16/6/2006,103.2560,107.8410,91.6690
19/6/2006,103.2310,108.6130,91.4270
20/6/2006,103.1680,109.1580,91.2410
21/6/2006,103.4060,109.1800,91.7030
22/6/2006,103.9090,109.6270,91.6810
23/6/2006,104.2160,109.8150,92.0960
26/6/2006,104.2320,109.4560,92.2880
27/6/2006,103.3100,108.7430,91.1190
28/6/2006,103.7930,108.9480,92.0920
29/6/2006,105.8030,110.8870,94.0340
30/6/2006,105.4100,112.4140,92.0620
3/7/2006,105.9180,112.9550,92.6880
4/7/2006,106.1690,113.1680,92.7170
5/7/2006,105.5030,111.8420,92.5770
6/7/2006,105.6980,112.8590,92.5380
7/7/2006,105.0490,112.6690,91.3890
10/7/2006,105.8000,113.0440,92.0820
11/7/2006,105.5540,112.0300,92.3560
12/7/2006,105.0990,112.3050,91.7900
13/7/2006,103.6710,110.6670,90.5410
14/7/2006,102.9260,109.3140,90.4700
17/7/2006,103.2750,108.8650,91.1760
18/7/2006,103.0720,108.6400,91.5250
19/7/2006,104.4350,111.0380,92.7130
20/7/2006,104.0180,111.2730,91.2620
21/7/2006,103.0150,110.2460,90.2630
24/7/2006,104.7990,112.3020,92.2240
25/7/2006,105.4470,112.3990,92.8690
26/7/2006,105.5480,112.8280,92.9090
27/7/2006,105.3430,113.9890,91.6150
28/7/2006,106.2410,114.6770,92.5250
31/7/2006,106.2000,114.2390,92.4560
1/8/2006,105.6720,113.3580,92.1430
2/8/2006,106.0680,114.4940,92.2150
3/8/2006,105.9360,113.5410,92.4860
4/8/2006,105.7750,114.8240,91.6690
7/8/2006,105.1660,113.5670,91.6670
8/8/2006,105.3330,113.6400,91.4700
9/8/2006,105.1650,114.3920,90.7140
10/8/2006,105.6960,113.4740,91.9120
11/8/2006,105.4690,113.6000,91.5820
14/8/2006,106.1400,114.5880,91.8450
15/8/2006,106.9180,115.5830,92.8330
16/8/2006,107.4000,116.0010,93.1210
17/8/2006,107.5550,116.1350,93.2000
18/8/2006,107.9160,115.8630,93.8500
21/8/2006,107.0450,115.7950,92.7700
22/8/2006,107.9170,116.1420,93.6190
23/8/2006,107.6160,115.6000,93.3050
24/8/2006,107.6260,115.9230,93.5370
25/8/2006,107.7540,116.0270,93.8190
28/8/2006,107.8180,116.5100,93.9980
29/8/2006,108.3600,116.7540,94.4580
30/8/2006,108.1250,117.4110,93.9370
31/8/2006,108.4010,117.1280,94.1740
1/9/2006,108.8780,117.6990,94.6700
4/9/2006,108.9840,118.1830,94.2210
5/9/2006,109.3030,117.8090,94.8330
6/9/2006,108.2610,116.5170,93.9950
7/9/2006,107.7160,115.4280,93.9750
8/9/2006,108.3700,115.8950,94.7890
11/9/2006,107.6210,115.2490,94.6350
12/9/2006,108.5790,116.7170,95.6740
13/9/2006,109.0210,117.0430,96.1390
14/9/2006,108.6510,117.0080,95.4390
15/9/2006,109.3820,117.3450,96.4390
18/9/2006,109.2800,117.3670,96.2690
19/9/2006,108.8980,116.7380,95.9060
20/9/2006,109.2820,117.9470,96.4050
21/9/2006,109.1780,118.4340,95.7340
22/9/2006,108.0320,117.0580,94.8730
25/9/2006,108.7910,116.9560,96.1890
26/9/2006,109.9520,118.5580,97.4140
27/9/2006,110.3880,119.2640,97.2100
28/9/2006,110.7210,119.3630,97.5570
29/9/2006,110.7070,119.3000,97.4700
2/10/2006,110.2150,119.2400,96.5370
3/10/2006,110.0780,118.9320,96.7570
4/10/2006,111.1670,119.7770,98.3360
5/10/2006,111.9100,120.4580,98.6070
6/10/2006,112.2670,120.6430,99.1120
9/10/2006,112.2630,120.7750,99.1180
10/10/2006,113.0160,121.5930,99.8510
11/10/2006,112.7180,121.7170,99.4990
12/10/2006,113.6260,122.7120,100.5540
13/10/2006,114.2630,123.0400,101.1210
16/10/2006,114.6370,123.2950,101.2280
17/10/2006,113.8400,122.0350,100.6410
18/10/2006,114.3970,123.1490,100.9890
19/10/2006,114.0080,123.1060,100.4180
20/10/2006,114.2030,123.4780,100.4270
23/10/2006,115.0820,123.8750,101.4780
24/10/2006,115.1560,123.9410,101.5170
25/10/2006,115.2930,124.3440,101.5550
26/10/2006,115.2580,124.1760,101.5090
27/10/2006,114.3540,123.8630,100.2190
30/10/2006,114.0890,123.4640,100.3100
31/10/2006,113.8400,123.4100,99.9430
1/11/2006,113.4690,123.8000,99.1080
2/11/2006,113.3130,123.3200,99.1050
3/11/2006,113.6520,123.7360,99.3970
6/11/2006,114.6370,125.0980,100.4530
7/11/2006,114.5550,125.6690,99.9690
8/11/2006,114.7250,125.5670,100.5550
9/11/2006,114.0220,125.3350,99.7490
10/11/2006,113.7000,125.1780,99.4230
13/11/2006,113.9770,125.3940,100.0170
14/11/2006,114.5150,125.0720,100.6860
15/11/2006,114.8800,125.8050,100.9780
16/11/2006,114.9790,126.0660,101.1990
17/11/2006,114.6110,125.0790,101.1330
20/11/2006,114.3790,125.4830,101.1990
21/11/2006,114.5900,125.6530,101.2900
22/11/2006,114.3990,125.4760,100.7030
23/11/2006,114.3010,125.1640,100.5790
24/11/2006,112.9290,124.2400,99.1480
27/11/2006,111.4830,122.3780,97.5350
28/11/2006,111.3260,122.0090,97.6640
29/11/2006,112.6000,123.6120,98.5760
30/11/2006,112.0980,122.7740,97.9040
1/12/2006,111.2580,121.8220,97.0850
4/12/2006,112.0430,122.6220,98.0150
5/12/2006,112.6100,123.4470,98.5160
6/12/2006,112.6650,123.4960,98.3140
7/12/2006,112.7930,124.2020,98.0550
8/12/2006,112.6740,124.3000,98.0540
11/12/2006,113.5110,125.0010,99.0270
12/12/2006,113.4800,125.4530,98.7180
13/12/2006,113.8970,126.2370,98.9600
14/12/2006,115.0370,127.0030,100.1760
15/12/2006,115.7510,127.6750,100.8850
18/12/2006,115.6570,127.6040,100.6960
19/12/2006,114.7450,126.7550,100.1100
20/12/2006,114.9200,127.1120,99.8710
21/12/2006,114.7540,126.9760,99.6440
22/12/2006,114.3330,126.4280,99.1960
25/12/2006,114.2900,126.4280,99.1960
26/12/2006,114.6540,126.4140,99.7570
27/12/2006,115.6320,127.7120,100.5260
28/12/2006,115.4980,127.7390,100.2340
29/12/2006,114.8850,127.3350,99.4670
1/1/2007,114.8850,127.3350,99.4670
2/1/2007,114.9230,128.9570,98.7850
3/1/2007,115.1970,128.9850,99.3080
4/1/2007,115.7970,128.6070,100.2860
5/1/2007,115.5080,127.4950,100.3970
8/1/2007,115.4990,127.3590,100.4920
9/1/2007,115.6670,127.6390,100.5350
10/1/2007,115.5760,126.8220,101.2280
11/1/2007,116.8820,128.9960,102.3740
12/1/2007,117.4550,129.6090,102.5420
15/1/2007,117.8920,130.4280,102.5260
16/1/2007,117.6820,129.6960,102.6680
17/1/2007,117.5530,129.6110,102.4300
18/1/2007,117.3210,129.5550,102.0800
19/1/2007,117.8200,130.4600,102.4320
22/1/2007,117.4390,129.9510,101.7980
23/1/2007,117.2570,129.9160,101.5730
24/1/2007,118.6160,131.0690,102.9960
25/1/2007,117.6780,130.6680,101.7470
26/1/2007,117.6900,129.8100,102.1910
29/1/2007,117.5390,130.1310,101.8600
30/1/2007,117.9630,130.5820,102.2790
31/1/2007,117.8910,129.9080,102.6610
1/2/2007,118.7240,131.3630,102.9780
2/2/2007,119.2920,132.0230,103.5590
5/2/2007,119.4820,132.1240,103.8720
6/2/2007,119.6460,132.5580,103.7540
7/2/2007,119.4180,132.9210,103.4170
8/2/2007,118.7900,131.7750,103.1220
9/2/2007,118.9270,132.4170,102.6840
12/2/2007,118.6540,131.6690,102.5870
13/2/2007,119.0540,131.8870,102.9710
14/2/2007,119.3280,132.9190,102.8820
15/2/2007,119.5720,132.7970,102.8770
16/2/2007,119.5810,132.6220,102.9620
19/2/2007,119.6230,133.0910,102.8210
20/2/2007,119.5800,132.6830,103.0400
21/2/2007,119.3250,131.7600,103.0930
22/2/2007,119.6550,132.2350,103.1880
23/2/2007,119.3520,132.5430,102.3680
26/2/2007,119.5320,133.1220,102.2020
27/2/2007,115.9110,129.1670,98.1380
28/2/2007,115.2150,127.1900,98.9170
1/3/2007,114.9180,126.0640,98.9970
2/3/2007,113.9660,125.6730,97.7800
5/3/2007,112.8450,124.2060,97.3340
6/3/2007,114.3490,125.3580,98.7860
7/3/2007,114.2170,126.0490,98.2710
8/3/2007,115.4130,127.7230,99.1180
9/3/2007,115.6530,127.9940,99.2860
12/3/2007,115.4250,127.3490,99.0210
13/3/2007,113.6860,126.0180,96.9240
14/3/2007,112.4230,122.6870,97.3380
15/3/2007,113.4080,125.1490,97.5680
16/3/2007,112.7810,125.1310,96.7670
19/3/2007,114.1400,126.9540,97.9030
20/3/2007,115.0100,127.9250,98.5900
21/3/2007,116.0610,128.4500,100.1630
22/3/2007,116.5590,130.2960,99.7230
23/3/2007,117.2130,130.9310,100.2350
26/3/2007,116.8040,129.8490,100.0860
27/3/2007,116.1600,129.7090,99.3530
28/3/2007,115.3740,128.9140,98.4200
29/3/2007,116.0960,130.3590,99.0250
30/3/2007,116.1530,130.3220,99.1000
2/4/2007,115.9110,130.7880,98.9120
3/4/2007,117.0140,132.1470,99.8520
4/4/2007,117.4380,132.3180,99.9530
5/4/2007,117.2180,132.4000,99.7950
6/4/2007,117.1880,132.4000,99.7950
9/4/2007,117.7020,132.3460,100.3770
10/4/2007,117.7250,133.1620,100.0600
11/4/2007,117.3390,133.0540,99.4140
12/4/2007,117.1930,132.5720,99.5900
13/4/2007,117.4000,133.4890,99.8110
16/4/2007,118.4520,134.9990,100.6080
17/4/2007,118.4710,135.0900,100.6530
18/4/2007,118.4780,134.4070,100.6100
19/4/2007,117.7850,133.8870,100.2660
20/4/2007,118.9240,135.5560,101.2740
23/4/2007,118.9110,135.4290,101.2710
24/4/2007,118.1850,134.2100,100.8250
25/4/2007,118.6860,135.0300,101.5310
26/4/2007,119.0160,135.2370,101.8940
27/4/2007,118.4470,134.4170,101.4910
30/4/2007,118.0580,134.7140,100.7100
1/5/2007,118.3550,134.6520,101.3690
2/5/2007,119.1100,135.3190,102.0710
3/5/2007,119.6770,135.7180,102.7160
4/5/2007,120.0510,136.7790,102.7560
7/5/2007,120.3480,136.8520,102.7410
8/5/2007,120.4920,135.7400,103.3460
9/5/2007,120.7500,135.9830,103.5070
10/5/2007,119.7350,134.9870,102.3550
11/5/2007,120.3560,135.6790,103.2810
14/5/2007,120.1660,135.4170,102.9480
15/5/2007,119.7440,135.8250,102.3430
16/5/2007,120.2320,135.5650,103.3730
17/5/2007,120.7520,135.9470,103.8840
18/5/2007,121.4210,137.2190,104.5310
21/5/2007,121.8150,137.0500,105.0190
22/5/2007,121.8990,137.0260,104.9550
23/5/2007,122.0710,138.0560,104.5940
24/5/2007,121.3730,137.0820,103.9600
25/5/2007,121.3690,137.0390,104.3710
28/5/2007,121.5060,137.2370,104.3710
29/5/2007,121.6070,137.3180,104.3790
30/5/2007,122.3040,137.0670,105.6500
31/5/2007,122.6940,138.1160,105.4870
1/6/2007,123.6770,139.3990,106.1810
4/6/2007,123.4520,139.0280,105.8870
5/6/2007,122.6770,138.1930,105.0120
6/6/2007,121.6760,135.9840,104.2890
7/6/2007,120.2400,134.4380,102.6890
8/6/2007,121.2200,134.3290,104.6310
11/6/2007,121.7700,135.5720,104.8480
12/6/2007,121.0080,134.8490,103.9650
13/6/2007,121.9930,135.3470,105.6190
14/6/2007,122.9650,137.4460,106.0780
15/6/2007,123.7230,139.1750,106.3660
18/6/2007,123.4450,138.6700,105.9870
19/6/2007,123.3600,138.1820,106.0710
20/6/2007,122.6210,138.6980,104.5710
21/6/2007,122.7260,137.2690,105.3570
22/6/2007,121.5230,136.8120,103.8090
25/6/2007,120.9560,136.6600,103.2390
26/6/2007,120.4540,135.8040,102.8380
27/6/2007,120.7420,135.1950,104.0040
28/6/2007,121.0660,136.5660,103.7030
29/6/2007,121.1520,137.2990,103.2200
2/7/2007,121.1450,136.7890,103.4040
3/7/2007,121.8610,138.0180,103.8890
4/7/2007,121.9800,138.6160,103.7980
5/7/2007,121.9590,137.7470,104.0490
6/7/2007,122.2060,138.5810,104.1800
9/7/2007,122.5700,139.0530,104.2670
10/7/2007,120.7910,137.4850,102.0960
11/7/2007,120.4590,137.0130,102.2290
12/7/2007,122.0720,138.6000,104.1600
13/7/2007,122.6730,139.1410,104.4670
16/7/2007,122.6260,139.3530,104.2960
17/7/2007,122.3570,138.6910,104.2380
18/7/2007,121.5670,137.0870,103.8350
19/7/2007,122.2560,138.4040,104.1980
20/7/2007,121.2110,136.8760,102.8570
23/7/2007,121.6280,137.7100,103.4510
24/7/2007,119.8580,135.6030,101.3550
25/7/2007,120.3100,134.4220,102.6450
26/7/2007,117.5350,130.6120,100.1640
27/7/2007,116.3220,129.9970,99.0770
30/7/2007,116.7300,129.7480,99.8750
31/7/2007,116.8060,132.4760,98.5870
1/8/2007,116.2090,130.4640,99.3380
2/8/2007,116.8630,131.4010,99.8260
3/8/2007,114.3990,129.7200,96.5600
6/8/2007,115.0590,128.5550,98.5890
7/8/2007,116.0160,130.2550,99.4550
8/8/2007,117.4680,132.7730,100.5100
9/8/2007,115.8490,130.4340,98.4120
10/8/2007,114.3240,126.4350,98.5840
13/8/2007,115.4590,129.2800,98.9780
14/8/2007,114.1680,127.7160,97.5100
15/8/2007,113.3010,127.4280,96.8280
16/8/2007,112.2640,122.9960,97.5250
17/8/2007,113.1960,125.6320,99.0750
20/8/2007,114.1960,126.4330,99.3460
21/8/2007,114.5540,126.4600,99.4250
22/8/2007,115.7280,128.5940,100.4070
23/8/2007,115.8510,128.8060,99.8640
24/8/2007,116.2470,129.3000,100.5300
27/8/2007,115.9110,129.5080,99.6530
28/8/2007,113.8370,127.2140,97.3210
29/8/2007,115.0000,127.9870,99.4010
30/8/2007,115.3500,129.4710,99.1050
31/8/2007,116.9690,131.1890,100.2870
3/9/2007,117.2330,131.5410,100.4450
4/9/2007,118.2080,132.4570,101.6970
5/9/2007,116.3960,130.1170,100.1060
6/9/2007,116.5890,130.5740,100.2070
7/9/2007,114.4500,127.7300,98.0060
10/9/2007,113.5490,126.5990,97.6490
11/9/2007,114.8040,128.7390,98.6730
12/9/2007,114.6820,129.0260,98.3030
13/9/2007,115.4110,130.1260,99.1550
14/9/2007,115.3420,128.6380,99.2730
17/9/2007,114.4370,126.7850,98.7490
18/9/2007,116.2940,128.6370,101.5910
19/9/2007,117.7770,132.0100,101.5440
20/9/2007,116.7060,131.1860,99.9490
21/9/2007,116.9480,131.8020,100.3630
24/9/2007,116.7920,131.6950,99.8770
25/9/2007,116.3850,130.2390,99.6410
26/9/2007,116.8950,131.1110,100.1780
27/9/2007,117.7100,132.1100,100.4160
28/9/2007,117.2940,132.0430,99.6320
1/10/2007,118.2340,133.0940,100.8030
2/10/2007,119.0650,133.6620,101.4310
3/10/2007,118.9520,133.9100,101.0130
4/10/2007,119.0950,134.0690,101.3090
5/10/2007,120.1270,135.0640,102.2500
8/10/2007,120.1710,134.6800,102.4830
9/10/2007,120.8480,135.3850,103.1270
10/10/2007,120.4200,135.5080,102.4570
11/10/2007,120.1450,136.3370,101.3930
12/10/2007,120.7130,136.4370,102.3760
15/10/2007,119.5110,135.1950,101.1210
16/10/2007,118.8660,134.2240,100.9150
17/10/2007,118.9050,135.0760,100.8060
18/10/2007,118.3960,133.9880,100.1370
19/10/2007,116.6140,133.1260,97.7700
22/10/2007,116.5610,131.3950,98.9510
23/10/2007,117.1190,132.6980,99.1400
24/10/2007,116.8250,131.9530,98.9930
25/10/2007,116.7330,133.4350,98.3420
26/10/2007,117.7490,134.2290,99.1370
29/10/2007,118.5790,135.1760,99.4140
30/10/2007,117.7970,134.5240,98.6160
31/10/2007,118.7420,135.7040,99.4870
1/11/2007,116.9540,133.6750,97.1370
2/11/2007,116.1400,132.7160,96.8850
5/11/2007,115.3580,131.8560,96.4430
6/11/2007,115.9020,132.2910,97.0800
7/11/2007,113.5200,131.3070,93.5610
8/11/2007,112.6920,130.6230,93.3220
9/11/2007,111.1730,128.5270,92.0440
12/11/2007,110.7250,128.5300,91.9440
13/11/2007,112.0120,128.8140,94.1960
14/11/2007,111.7630,129.4520,92.9650
15/11/2007,110.6580,127.8280,92.1700
16/11/2007,110.3370,126.7800,92.6290
19/11/2007,108.4050,124.0380,90.8980
20/11/2007,108.5160,125.4560,90.4810
21/11/2007,106.2610,122.2420,88.8220
22/11/2007,106.4010,123.1760,88.6720
23/11/2007,108.1050,125.1100,90.4080
26/11/2007,106.9020,124.4160,88.1350
27/11/2007,107.3270,123.8030,89.2930
28/11/2007,110.1780,127.1680,92.4540
29/11/2007,110.7140,127.6930,92.4220
30/11/2007,112.0670,129.2300,93.7010
3/12/2007,111.7410,128.7080,93.3090
4/12/2007,110.2620,126.8790,92.1090
5/12/2007,112.1590,129.0910,94.1070
6/12/2007,113.4120,129.1720,95.7650
7/12/2007,113.5900,130.1960,95.4410
10/12/2007,113.8970,130.9190,95.7780
11/12/2007,112.5660,130.4160,93.5010
12/12/2007,112.8980,130.8770,94.1350
13/12/2007,111.9800,127.7040,94.7330
14/12/2007,111.9150,128.2980,94.5190
17/12/2007,110.2820,126.0860,93.4610
18/12/2007,110.3790,125.9280,93.8590
19/12/2007,110.1800,125.3800,93.8630
20/12/2007,110.8320,125.6680,94.6630
21/12/2007,112.3020,127.4110,96.0300
24/12/2007,112.6830,127.5160,96.5820
25/12/2007,112.8930,127.5160,96.5820
26/12/2007,112.5300,127.3880,96.0010
27/12/2007,111.4560,127.6270,94.2170
28/12/2007,110.7480,127.3590,93.4680
31/12/2007,110.9660,127.4300,93.3780
1/1/2008,110.9660,127.4300,93.3780
2/1/2008,109.4350,125.8510,91.4160
3/1/2008,109.3410,125.5380,91.4120
4/1/2008,106.6650,123.1210,88.8270
7/1/2008,106.6500,122.9820,89.4080
8/1/2008,105.9620,123.7020,87.7730
9/1/2008,106.4870,122.0910,89.1910
10/1/2008,106.0160,120.9010,89.4710
11/1/2008,104.6520,120.2410,87.9160
14/1/2008,105.0110,120.6180,88.3490
15/1/2008,102.7150,117.5140,86.3100
16/1/2008,102.1970,116.4140,86.8060
17/1/2008,100.7180,115.8240,84.2660
18/1/2008,100.3920,114.5740,84.1360
21/1/2008,98.4030,108.0420,84.9810
22/1/2008,97.2250,110.3600,83.2800
23/1/2008,98.0110,106.9720,85.3770
24/1/2008,99.9450,112.6390,85.3940
25/1/2008,99.9740,112.7110,84.1370
28/1/2008,99.6170,111.4650,85.0710
29/1/2008,100.8340,113.3520,85.7440
30/1/2008,100.0980,112.6030,85.1920
31/1/2008,101.1300,112.6230,86.5060
1/2/2008,102.4790,114.7390,87.5270
4/2/2008,102.3040,114.9630,86.6600
5/2/2008,100.1550,111.3930,84.9160
6/2/2008,99.2790,111.9800,84.1620
7/2/2008,99.7290,109.8030,85.7040
8/2/2008,99.6430,110.3170,85.4450
11/2/2008,99.6330,109.3150,85.9690
12/2/2008,100.6410,112.9620,85.9860
13/2/2008,101.3430,113.0470,87.3310
14/2/2008,100.9750,113.1310,85.8130
15/2/2008,100.0730,110.9040,85.4830
18/2/2008,100.7730,113.0660,85.7020
19/2/2008,100.6570,113.2720,85.0920
20/2/2008,100.6130,111.9350,86.3720
21/2/2008,99.9250,112.6650,84.4490
22/2/2008,99.8710,111.7930,84.9620
25/2/2008,101.3410,113.6970,86.0700
26/2/2008,102.0560,115.3050,86.3590
27/2/2008,101.3180,115.0750,85.0030
28/2/2008,99.9310,112.9710,83.8190
29/2/2008,97.9060,111.4150,81.5630
3/3/2008,96.8460,109.8670,81.4950
4/3/2008,96.0470,108.3820,81.0350
5/3/2008,96.6390,110.2200,81.3030
6/3/2008,95.0750,108.7520,79.0570
7/3/2008,93.8480,107.5330,78.3830
10/3/2008,92.4030,106.2470,77.0540
11/3/2008,94.6580,107.4620,80.1260
12/3/2008,94.3020,108.6990,78.5990
13/3/2008,93.6240,107.2960,78.5980
14/3/2008,92.1310,106.2240,76.8680
17/3/2008,89.2950,101.4130,75.3370
18/3/2008,92.1590,105.0170,78.3940
19/3/2008,91.4140,103.9400,77.1810
20/3/2008,93.0230,103.6600,80.1390
21/3/2008,93.1930,103.6600,80.1390
24/3/2008,93.9970,103.6440,81.5290
25/3/2008,94.8520,107.0490,80.7420
26/3/2008,93.7410,106.3520,79.2280
27/3/2008,93.3100,107.6200,78.1230
28/3/2008,93.0260,107.0280,77.6910
31/3/2008,92.6300,106.7850,77.7260
1/4/2008,96.1030,110.2420,81.7660
2/4/2008,96.8950,111.4950,81.5550
3/4/2008,97.0180,110.9640,81.5530
4/4/2008,96.8150,111.3910,81.0930
7/4/2008,97.3880,112.4220,81.3710
8/4/2008,96.6530,111.3170,81.0250
9/4/2008,95.5890,110.5710,79.9940
10/4/2008,95.6920,110.1270,80.3410
11/4/2008,94.3300,108.5520,78.5400
14/4/2008,93.5440,107.7160,78.1770
15/4/2008,94.1360,108.2010,78.7140
16/4/2008,95.4770,110.0850,79.7780
17/4/2008,95.5490,109.4280,80.0400
18/4/2008,97.6610,112.0020,82.3520
21/4/2008,97.0320,110.7030,81.2910
22/4/2008,96.0700,110.1950,80.2900
23/4/2008,96.7590,110.9060,81.0290
24/4/2008,97.6050,110.9690,82.4310
25/4/2008,98.7590,112.3720,83.1890
28/4/2008,99.0980,113.0350,83.1890
29/4/2008,98.7910,112.1030,83.0160
30/4/2008,98.9710,112.9060,82.9310
1/5/2008,100.1880,113.0650,84.9440
2/5/2008,101.4330,115.0190,85.4700
5/5/2008,100.8990,114.6790,84.7140
6/5/2008,100.9190,114.1250,84.9600
7/5/2008,101.0170,115.0600,84.3300
8/5/2008,101.1510,115.0220,84.5470
9/5/2008,100.1570,113.4980,83.9530
12/5/2008,100.5630,113.8970,84.4820
13/5/2008,100.6370,113.7590,84.5740
14/5/2008,101.1260,114.3390,85.0430
15/5/2008,101.9690,114.7700,85.8550
16/5/2008,102.1400,115.3360,85.5960
19/5/2008,102.7200,116.4090,85.8440
20/5/2008,101.0760,113.9960,84.4150
21/5/2008,99.2520,113.0880,82.3700
22/5/2008,99.6780,113.5160,82.8560
23/5/2008,98.2640,111.6380,81.5170
26/5/2008,97.8480,111.3480,81.4780
27/5/2008,98.2740,110.9370,82.2950
28/5/2008,99.0020,111.9640,83.1450
29/5/2008,99.9500,112.2470,84.1100
30/5/2008,100.2520,112.5710,84.2330
2/6/2008,99.6890,111.2860,83.4620
3/6/2008,99.6810,112.1850,83.3860
4/6/2008,99.4500,110.7400,83.4030
5/6/2008,99.8120,110.6030,84.5890
6/6/2008,97.1180,108.4260,81.0310
9/6/2008,96.6640,107.9250,81.1150
10/6/2008,96.8950,107.1780,82.1560
11/6/2008,95.5130,105.3830,80.5180
12/6/2008,95.8490,106.2870,81.3590
13/6/2008,97.1620,106.8170,82.9950
16/6/2008,96.9280,106.5710,82.4240
17/6/2008,96.7310,107.0610,81.7130
18/6/2008,95.8740,105.4790,80.8690
19/6/2008,95.6060,104.9650,81.2640
20/6/2008,93.4380,103.1210,79.0490
23/6/2008,93.9320,103.0720,79.8090
24/6/2008,93.0650,102.3080,78.9720
25/6/2008,93.7050,103.4990,79.5770
26/6/2008,90.9940,100.8660,76.3790
27/6/2008,90.6080,100.4570,76.1110
30/6/2008,90.8730,101.1980,76.1770
1/7/2008,90.2600,98.9990,76.4440
2/7/2008,88.5240,98.2040,74.4600
3/7/2008,89.2070,99.0370,75.1650
4/7/2008,88.9580,97.8130,75.2720
7/7/2008,88.9850,99.1010,74.7740
8/7/2008,88.9570,97.6500,75.9520
9/7/2008,88.3960,99.3350,74.0370
10/7/2008,87.9230,97.2390,74.2830
11/7/2008,86.3570,94.6180,72.9620
14/7/2008,86.1760,95.3140,72.4100
15/7/2008,84.6470,93.2350,71.2760
16/7/2008,86.3250,93.8640,73.6710
17/7/2008,87.4360,96.5230,74.2220
18/7/2008,87.7690,98.0350,74.3620
21/7/2008,88.1490,98.6120,74.3840
22/7/2008,88.8260,98.1470,75.4100
23/7/2008,90.1280,100.1310,76.3400
24/7/2008,88.8940,98.5640,74.6810
25/7/2008,88.6660,98.4290,75.0170
28/7/2008,87.3220,97.4310,73.3600
